market,name,code,scode
KOSPI,현대퓨처넷,KR7126560002,126560
KOSPI,현대해상,KR7001450006,001450
KOSPI,현대홈쇼핑,KR7057050007,057050
KOSDAQ,현대힘스,KR7460930001,460930
KOSDAQ,현우산업,KR7092300003,092300
KOSDAQ,협진,KR7138360003,138360
KOSDAQ,형지I&C,KR7011080009,011080
KOSPI,형지엘리트,KR7093240000,093240
KOSPI,혜인,KR7003010006,003010
KOSPI,호전실업,KR7111110003,111110
KOSPI,호텔신라우,KR7008771008,008775
KOSPI,호텔신라,KR7008770000,008770
KOSDAQ,홈센타홀딩스,KR7060560000,060560
KOSDAQ,홈캐스트,KR7064240005,064240
KOSDAQ,화성밸브,KR7039610001,039610
KOSPI,화승알앤에이,KR7378850002,378850
KOSPI,화승엔터프라이즈,KR7241590009,241590
KOSPI,화승인더,KR7006060008,006060
KOSPI,화승코퍼레이션,KR7013520002,013520
KOSPI,화신,KR7010690006,010690
KOSDAQ,화신정공,KR7126640002,126640
KOSPI,화인베스틸,KR7133820001,133820
KOSDAQ,화인써키트,KR7127980001,127980
KOSDAQ,화일약품,KR7061250007,061250
KOSPI,화천기계,KR7010660009,010660
KOSPI,화천기공,KR7000850008,000850
KOSPI,환인제약,KR7016580003,016580
KOSPI,황금에스티,KR7032560005,032560
KOSPI,효성,KR7004800009,004800
KOSPI,효성ITX,KR7094280005,094280
KOSDAQ,효성오앤비,KR7097870000,097870
KOSPI,효성중공업,KR7298040007,298040
KOSPI,효성티앤씨,KR7298020009,298020
KOSPI,효성화학,KR7298000001,298000
KOSPI,후성,KR7093370005,093370
KOSPI,휠라홀딩스,KR7081660003,081660
KOSDAQ,휴네시온,KR7290270008,290270
KOSPI,휴니드,KR7005870001,005870
KOSDAQ,휴럼,KR7353190002,353190
KOSDAQ,휴림네트웍스,KR7192410009,192410
KOSDAQ,휴림로봇,KR7090710005,090710
KOSDAQ,휴림에이텍,KR7078590007,078590
KOSDAQ,휴마시스,KR7205470008,205470
KOSDAQ,휴맥스,KR7115160004,115160
KOSDAQ,휴맥스홀딩스,KR7028080000,028080
KOSDAQ,휴먼테크놀로지,KR7175140003,175140
KOSDAQ,휴메딕스,KR7200670008,200670
KOSPI,휴비스,KR7079980009,079980
KOSDAQ,휴비츠,KR7065510000,065510
KOSDAQ,휴센텍,KR7215090002,215090
KOSPI,휴스틸,KR7005010004,005010
KOSDAQ,휴엠앤씨,KR7263920001,263920
KOSDAQ GLOBAL,휴온스,KR7243070000,243070
KOSDAQ,휴온스글로벌,KR7084110006,084110
KOSDAQ GLOBAL,휴젤,KR7145020004,145020
KOSDAQ,흥구석유,KR7024060006,024060
KOSDAQ,흥국,KR7010240000,010240
KOSDAQ,흥국에프엔비,KR7189980006,189980
KOSPI,흥국화재우,KR7000541003,000545
KOSPI,흥국화재,KR7000540005,000540
KOSPI,흥아해운,KR7003280005,003280
KOSDAQ,희림,KR7037440005,037440
KOSDAQ,힘스,KR7238490007,238490
